pais	ano	sexo	faixa etaria	suicidios	populacao	suicides/100k pop	country-year	HDI_for_year	 gdp_for_year 	gdp_per_capita 	geracao
Colombia	2011	masculino	25-34 anos	54	820631	6.58	Greece2011	0.864	287,797,822,093	26825	Millenials
Colombia	2011	masculino	15-24 anos	20	598754	3.34	Greece2011	0.864	287,797,822,093	26825	Millenials
Colombia	2011	feminino	75+ anos	14	620354	2.26	Greece2011	0.864	287,797,822,093	26825	Silent
Colombia	2011	feminino	15-24 anos	11	559712	1.97	Greece2011	0.864	287,797,822,093	26825	Millenials
Colombia	2011	feminino	25-34 anos	14	755289	1.85	Greece2011	0.864	287,797,822,093	26825	Millenials
Colombia	2011	feminino	35-54 anos	29	1665130	1.74	Greece2011	0.864	287,797,822,093	26825	Generation X
Colombia	2011	feminino	55-74 anos	16	1316927	1.21	Greece2011	0.864	287,797,822,093	26825	Boomers
Colombia	2011	feminino	5-14 anos	0	510880	0	Greece2011	0.864	287,797,822,093	26825	Generation Z
Colombia	2011	masculino	5-14 anos	0	542702	0	Greece2011	0.864	287,797,822,093	26825	Generation Z
Colombia	2012	masculino	75+ anos	63	467292	13.48	Greece2012	0.865	245,670,666,639	23309	Silent
Colombia	2012	masculino	35-54 anos	167	1590800	10.5	Greece2012	0.865	245,670,666,639	23309	Generation X
Colombia	2012	masculino	55-74 anos	117	1145850	10.21	Greece2012	0.865	245,670,666,639	23309	Boomers
Colombia	2012	masculino	25-34 anos	46	790487	5.82	Greece2012	0.865	245,670,666,639	23309	Millenials
Colombia	2012	masculino	15-24 anos	24	605261	3.97	Greece2012	0.865	245,670,666,639	23309	Millenials
Colombia	2012	feminino	75+ anos	14	645352	2.17	Greece2012	0.865	245,670,666,639	23309	Silent
Colombia	2012	feminino	55-74 anos	26	1272278	2.04	Greece2012	0.865	245,670,666,639	23309	Boomers
Colombia	2012	feminino	25-34 anos	15	746111	2.01	Greece2012	0.865	245,670,666,639	23309	Millenials
Colombia	2012	feminino	35-54 anos	28	1626532	1.72	Greece2012	0.865	245,670,666,639	23309	Generation X
Colombia	2012	feminino	15-24 anos	7	576914	1.21	Greece2012	0.865	245,670,666,639	23309	Millenials
Colombia	2012	feminino	5-14 anos	1	524175	0.19	Greece2012	0.865	245,670,666,639	23309	Generation Z
Colombia	2012	masculino	5-14 anos	0	548750	0	Greece2012	0.865	245,670,666,639	23309	Generation Z
Colombia	2013	masculino	55-74 anos	141	1144571	12.32	Greece2013	0.863	239,862,011,450	22994	Boomers
Colombia	2013	masculino	75+ anos	52	475655	10.93	Greece2013	0.863	239,862,011,450	22994	Silent
Colombia	2013	masculino	35-54 anos	152	1572683	9.67	Greece2013	0.863	239,862,011,450	22994	Generation X
Colombia	2013	masculino	25-34 anos	55	737922	7.45	Greece2013	0.863	239,862,011,450	22994	Millenials
Colombia	2013	masculino	15-24 anos	25	585990	4.27	Greece2013	0.863	239,862,011,450	22994	Millenials
Colombia	2013	feminino	55-74 anos	34	1270384	2.68	Greece2013	0.863	239,862,011,450	22994	Boomers
Colombia	2013	feminino	25-34 anos	19	716209	2.65	Greece2013	0.863	239,862,011,450	22994	Millenials
Colombia	2013	feminino	35-54 anos	37	1630105	2.27	Greece2013	0.863	239,862,011,450	22994	Generation X
Colombia	2013	feminino	75+ anos	13	659686	1.97	Greece2013	0.863	239,862,011,450	22994	Silent
Colombia	2013	feminino	15-24 anos	4	564219	0.71	Greece2013	0.863	239,862,011,450	22994	Millenials
Colombia	2013	feminino	5-14 anos	1	524573	0.19	Greece2013	0.863	239,862,011,450	22994	Generation Z
Colombia	2013	masculino	5-14 anos	0	549292	0	Greece2013	0.863	239,862,011,450	22994	Generation Z
Colombia	2014	masculino	75+ anos	71	487215	14.57	Greece2014	0.865	237,029,579,261	22834	Silent
Colombia	2014	masculino	55-74 anos	143	1149730	12.44	Greece2014	0.865	237,029,579,261	22834	Boomers
Colombia	2014	masculino	35-54 anos	165	1564680	10.55	Greece2014	0.865	237,029,579,261	22834	Generation X
Colombia	2014	masculino	25-34 anos	42	702789	5.98	Greece2014	0.865	237,029,579,261	22834	Millenials
Colombia	2014	masculino	15-24 anos	28	572505	4.89	Greece2014	0.865	237,029,579,261	22834	Millenials
Colombia	2014	feminino	75+ anos	20	674567	2.96	Greece2014	0.865	237,029,579,261	22834	Silent
Colombia	2014	feminino	55-74 anos	34	1280401	2.66	Greece2014	0.865	237,029,579,261	22834	Boomers
Colombia	2014	feminino	35-54 anos	42	1629438	2.58	Greece2014	0.865	237,029,579,261	22834	Generation X
Colombia	2014	feminino	25-34 anos	12	689746	1.74	Greece2014	0.865	237,029,579,261	22834	Millenials
Colombia	2014	feminino	15-24 anos	7	552323	1.27	Greece2014	0.865	237,029,579,261	22834	Millenials
Colombia	2014	masculino	5-14 anos	1	551030	0.18	Greece2014	0.865	237,029,579,261	22834	Generation Z
Colombia	2014	feminino	5-14 anos	0	526123	0	Greece2014	0.865	237,029,579,261	22834	Generation Z
Colombia	2015	masculino	75+ anos	70	495592	14.12	Greece2015		195,541,761,243	18927	Silent
Colombia	2015	masculino	55-74 anos	139	1157869	12	Greece2015		195,541,761,243	18927	Boomers
Colombia	2015	masculino	35-54 anos	147	1558791	9.43	Greece2015		195,541,761,243	18927	Generation X
Colombia	2015	masculino	25-34 anos	46	669357	6.87	Greece2015		195,541,761,243	18927	Millenials
Colombia	2015	masculino	15-24 anos	20	561302	3.56	Greece2015		195,541,761,243	18927	Millenials
Colombia	2015	feminino	55-74 anos	39	1294582	3.01	Greece2015		195,541,761,243	18927	Boomers
Colombia	2015	feminino	25-34 anos	17	662893	2.56	Greece2015		195,541,761,243	18927	Millenials
Colombia	2015	feminino	35-54 anos	36	1627797	2.21	Greece2015		195,541,761,243	18927	Generation X
Colombia	2015	feminino	75+ anos	12	683939	1.75	Greece2015		195,541,761,243	18927	Silent
Colombia	2015	feminino	15-24 anos	3	541528	0.55	Greece2015		195,541,761,243	18927	Millenials
Colombia	2015	feminino	5-14 anos	0	526126	0	Greece2015		195,541,761,243	18927	Generation Z
Colombia	2015	masculino	5-14 anos	0	551510	0	Greece2015		195,541,761,243	18927	Generation Z
Ecuador	2010	masculino	55-74 anos	7466	16402437	45.52	Japan2010	0.884	5,700,098,114,744	47059	Silent
Ecuador	2010	masculino	35-54 anos	7351	17131261	42.91	Japan2010	0.884	5,700,098,114,744	47059	Generation X
Ecuador	2010	masculino	75+ anos	2188	5345432	40.93	Japan2010	0.884	5,700,098,114,744	47059	Silent
Ecuador	2010	masculino	25-34 anos	2543	7822984	32.51	Japan2010	0.884	5,700,098,114,744	47059	Generation X
Ecuador	2010	masculino	15-24 anos	1315	6324856	20.79	Japan2010	0.884	5,700,098,114,744	47059	Millenials
Ecuador	2010	feminino	75+ anos	1686	8804107	19.15	Japan2010	0.884	5,700,098,114,744	47059	Silent
Ecuador	2010	feminino	55-74 anos	2879	17525806	16.43	Japan2010	0.884	5,700,098,114,744	47059	Silent
Ecuador	2010	feminino	35-54 anos	2404	16781836	14.33	Japan2010	0.884	5,700,098,114,744	47059	Generation X
Ecuador	2010	feminino	25-34 anos	1008	7545642	13.36	Japan2010	0.884	5,700,098,114,744	47059	Generation X
Ecuador	2010	feminino	15-24 anos	508	6008624	8.45	Japan2010	0.884	5,700,098,114,744	47059	Millenials
Ecuador	2010	masculino	5-14 anos	42	5855595	0.72	Japan2010	0.884	5,700,098,114,744	47059	Generation Z
Ecuador	2010	feminino	5-14 anos	21	5578687	0.38	Japan2010	0.884	5,700,098,114,744	47059	Generation Z
Ecuador	2011	masculino	55-74 anos	6858	16343000	41.96	Japan2011	0.886	6,157,459,594,824	50919	Boomers
Ecuador	2011	masculino	35-54 anos	6975	17224000	40.5	Japan2011	0.886	6,157,459,594,824	50919	Generation X
Ecuador	2011	masculino	75+ anos	2188	5570000	39.28	Japan2011	0.886	6,157,459,594,824	50919	Silent
Ecuador	2011	masculino	25-34 anos	2404	7588000	31.68	Japan2011	0.886	6,157,459,594,824	50919	Millenials
Ecuador	2011	masculino	15-24 anos	1304	6246000	20.88	Japan2011	0.886	6,157,459,594,824	50919	Millenials
Ecuador	2011	feminino	75+ anos	1754	9092000	19.29	Japan2011	0.886	6,157,459,594,824	50919	Silent
Ecuador	2011	feminino	55-74 anos	2883	17447000	16.52	Japan2011	0.886	6,157,459,594,824	50919	Boomers
Ecuador	2011	feminino	35-54 anos	2598	16861000	15.41	Japan2011	0.886	6,157,459,594,824	50919	Generation X
Ecuador	2011	feminino	25-34 anos	1112	7314000	15.2	Japan2011	0.886	6,157,459,594,824	50919	Millenials
Ecuador	2011	feminino	15-24 anos	616	5931000	10.39	Japan2011	0.886	6,157,459,594,824	50919	Millenials
Ecuador	2011	masculino	5-14 anos	52	5792000	0.9	Japan2011	0.886	6,157,459,594,824	50919	Generation Z
Ecuador	2011	feminino	5-14 anos	22	5519000	0.4	Japan2011	0.886	6,157,459,594,824	50919	Generation Z
Ecuador	2012	masculino	75+ anos	2262	5783000	39.11	Japan2012	0.888	6,203,213,121,334	51379	Silent
Ecuador	2012	masculino	55-74 anos	6134	16254000	37.74	Japan2012	0.888	6,203,213,121,334	51379	Boomers
Ecuador	2012	masculino	35-54 anos	6413	17318000	37.03	Japan2012	0.888	6,203,213,121,334	51379	Generation X
Ecuador	2012	masculino	25-34 anos	2244	7384000	30.39	Japan2012	0.888	6,203,213,121,334	51379	Millenials
Ecuador	2012	masculino	15-24 anos	1294	6185000	20.92	Japan2012	0.888	6,203,213,121,334	51379	Millenials
Ecuador	2012	feminino	75+ anos	1612	9362000	17.22	Japan2012	0.888	6,203,213,121,334	51379	Silent
Ecuador	2012	feminino	55-74 anos	2636	17342000	15.2	Japan2012	0.888	6,203,213,121,334	51379	Boomers
Ecuador	2012	feminino	35-54 anos	2242	16937000	13.24	Japan2012	0.888	6,203,213,121,334	51379	Generation X
Ecuador	2012	feminino	25-34 anos	931	7110000	13.09	Japan2012	0.888	6,203,213,121,334	51379	Millenials
Ecuador	2012	feminino	15-24 anos	495	5873000	8.43	Japan2012	0.888	6,203,213,121,334	51379	Millenials
Ecuador	2012	masculino	5-14 anos	55	5729000	0.96	Japan2012	0.888	6,203,213,121,334	51379	Generation Z
Ecuador	2012	feminino	5-14 anos	20	5458000	0.37	Japan2012	0.888	6,203,213,121,334	51379	Generation Z
Ecuador	2013	masculino	75+ anos	2362	5964000	39.6	Japan2013	0.89	5,155,717,056,271	42781	Silent
Ecuador	2013	masculino	35-54 anos	6333	17367000	36.47	Japan2013	0.89	5,155,717,056,271	42781	Generation X
Ecuador	2013	masculino	55-74 anos	5908	16202000	36.46	Japan2013	0.89	5,155,717,056,271	42781	Boomers
Ecuador	2013	masculino	25-34 anos	2178	7186000	30.31	Japan2013	0.89	5,155,717,056,271	42781	Millenials
Ecuador	2013	masculino	15-24 anos	1242	6143000	20.22	Japan2013	0.89	5,155,717,056,271	42781	Millenials
Ecuador	2013	feminino	75+ anos	1713	9588000	17.87	Japan2013	0.89	5,155,717,056,271	42781	Silent
Ecuador	2013	feminino	55-74 anos	2604	17279000	15.07	Japan2013	0.89	5,155,717,056,271	42781	Boomers
Ecuador	2013	feminino	35-54 anos	2242	16974000	13.21	Japan2013	0.89	5,155,717,056,271	42781	Generation X
Ecuador	2013	feminino	25-34 anos	850	6913000	12.3	Japan2013	0.89	5,155,717,056,271	42781	Millenials
Ecuador	2013	feminino	15-24 anos	467	5834000	8	Japan2013	0.89	5,155,717,056,271	42781	Millenials
Ecuador	2013	masculino	5-14 anos	58	5666000	1.02	Japan2013	0.89	5,155,717,056,271	42781	Generation Z
Ecuador	2013	feminino	5-14 anos	34	5398000	0.63	Japan2013	0.89	5,155,717,056,271	42781	Generation Z
Ecuador	2014	masculino	75+ anos	2254	6104000	36.93	Japan2014	0.891	4,850,413,536,038	40328	Silent
Ecuador	2014	masculino	55-74 anos	5477	16213000	33.78	Japan2014	0.891	4,850,413,536,038	40328	Boomers
Ecuador	2014	masculino	35-54 anos	5710	17365000	32.88	Japan2014	0.891	4,850,413,536,038	40328	Generation X
Ecuador	2014	masculino	25-34 anos	2131	7007000	30.41	Japan2014	0.891	4,850,413,536,038	40328	Millenials
Ecuador	2014	masculino	15-24 anos	1180	6110000	19.31	Japan2014	0.891	4,850,413,536,038	40328	Millenials
Ecuador	2014	feminino	75+ anos	1587	9761000	16.26	Japan2014	0.891	4,850,413,536,038	40328	Silent
Ecuador	2014	feminino	55-74 anos	2512	17288000	14.53	Japan2014	0.891	4,850,413,536,038	40328	Boomers
Ecuador	2014	feminino	35-54 anos	2158	16959000	12.72	Japan2014	0.891	4,850,413,536,038	40328	Generation X
Ecuador	2014	feminino	25-34 anos	814	6734000	12.09	Japan2014	0.891	4,850,413,536,038	40328	Millenials
Ecuador	2014	feminino	15-24 anos	432	5803000	7.44	Japan2014	0.891	4,850,413,536,038	40328	Millenials
Ecuador	2014	masculino	5-14 anos	68	5596000	1.22	Japan2014	0.891	4,850,413,536,038	40328	Generation Z
Ecuador	2014	feminino	5-14 anos	34	5334000	0.64	Japan2014	0.891	4,850,413,536,038	40328	Generation Z
Ecuador	2015	masculino	75+ anos	2297	6289365	36.52	Japan2015		4,394,977,752,878	36510	Silent
Ecuador	2015	masculino	55-74 anos	5241	16239222	32.27	Japan2015		4,394,977,752,878	36510	Boomers
Ecuador	2015	masculino	35-54 anos	5507	17461022	31.54	Japan2015		4,394,977,752,878	36510	Generation X
Ecuador	2015	masculino	25-34 anos	1948	6862886	28.38	Japan2015		4,394,977,752,878	36510	Millenials
Ecuador	2015	masculino	15-24 anos	1091	6088330	17.92	Japan2015		4,394,977,752,878	36510	Millenials
Ecuador	2015	feminino	75+ anos	1509	9983066	15.12	Japan2015		4,394,977,752,878	36510	Silent
Ecuador	2015	feminino	55-74 anos	2292	17232482	13.3	Japan2015		4,394,977,752,878	36510	Boomers
Ecuador	2015	feminino	35-54 anos	2024	16991218	11.91	Japan2015		4,394,977,752,878	36510	Generation X
Ecuador	2015	feminino	25-34 anos	685	6614211	10.36	Japan2015		4,394,977,752,878	36510	Millenials
Ecuador	2015	feminino	15-24 anos	408	5772938	7.07	Japan2015		4,394,977,752,878	36510	Millenials
Ecuador	2015	masculino	5-14 anos	62	5553851	1.12	Japan2015		4,394,977,752,878	36510	Generation Z
Ecuador	2015	feminino	5-14 anos	28	5287719	0.53	Japan2015		4,394,977,752,878	36510	Generation Z
Ecuador	2010	masculino	75+ anos	72	113390	63.5	Kazakhstan2010	0.766	148,047,348,241	10062	Silent
Ecuador	2010	masculino	25-34 anos	808	1310211	61.67	Kazakhstan2010	0.766	148,047,348,241	10062	Generation X
Ecuador	2010	masculino	35-54 anos	1118	2037599	54.87	Kazakhstan2010	0.766	148,047,348,241	10062	Generation X
Ecuador	2010	masculino	55-74 anos	389	810461	48	Kazakhstan2010	0.766	148,047,348,241	10062	Silent
Ecuador	2010	masculino	15-24 anos	528	1555580	33.94	Kazakhstan2010	0.766	148,047,348,241	10062	Millenials
Ecuador	2010	feminino	75+ anos	39	263531	14.8	Kazakhstan2010	0.766	148,047,348,241	10062	Silent
Ecuador	2010	feminino	15-24 anos	193	1549811	12.45	Kazakhstan2010	0.766	148,047,348,241	10062	Millenials
Ecuador	2010	feminino	25-34 anos	140	1332552	10.51	Kazakhstan2010	0.766	148,047,348,241	10062	Generation X
Ecuador	2010	feminino	55-74 anos	88	1144484	7.69	Kazakhstan2010	0.766	148,047,348,241	10062	Silent
Ecuador	2010	feminino	35-54 anos	160	2227790	7.18	Kazakhstan2010	0.766	148,047,348,241	10062	Generation X
Ecuador	2010	masculino	5-14 anos	49	1212500	4.04	Kazakhstan2010	0.766	148,047,348,241	10062	Generation Z
Ecuador	2010	feminino	5-14 anos	25	1155258	2.16	Kazakhstan2010	0.766	148,047,348,241	10062	Generation Z
Ecuador	2011	masculino	25-34 anos	778	1344771	57.85	Kazakhstan2011	0.772	192,626,507,972	12969	Millenials
Ecuador	2011	masculino	75+ anos	64	119954	53.35	Kazakhstan2011	0.772	192,626,507,972	12969	Silent
Ecuador	2011	masculino	35-54 anos	1062	2062451	51.49	Kazakhstan2011	0.772	192,626,507,972	12969	Generation X
Ecuador	2011	masculino	55-74 anos	358	831202	43.07	Kazakhstan2011	0.772	192,626,507,972	12969	Boomers
Ecuador	2011	masculino	15-24 anos	493	1526023	32.31	Kazakhstan2011	0.772	192,626,507,972	12969	Millenials
Ecuador	2011	feminino	75+ anos	44	273217	16.1	Kazakhstan2011	0.772	192,626,507,972	12969	Silent
Ecuador	2011	feminino	15-24 anos	171	1514356	11.29	Kazakhstan2011	0.772	192,626,507,972	12969	Millenials
Ecuador	2011	feminino	25-34 anos	128	1367342	9.36	Kazakhstan2011	0.772	192,626,507,972	12969	Millenials
Ecuador	2011	feminino	35-54 anos	166	2253866	7.37	Kazakhstan2011	0.772	192,626,507,972	12969	Generation X
Ecuador	2011	feminino	55-74 anos	78	1172197	6.65	Kazakhstan2011	0.772	192,626,507,972	12969	Boomers
Ecuador	2011	masculino	5-14 anos	38	1218724	3.12	Kazakhstan2011	0.772	192,626,507,972	12969	Generation Z
Ecuador	2011	feminino	5-14 anos	21	1169247	1.8	Kazakhstan2011	0.772	192,626,507,972	12969	Generation Z
Ecuador	2012	masculino	25-34 anos	716	1384736	51.71	Kazakhstan2012	0.778	207,998,568,866	13845	Millenials
Ecuador	2012	masculino	35-54 anos	1074	2082135	51.58	Kazakhstan2012	0.778	207,998,568,866	13845	Generation X
Ecuador	2012	masculino	75+ anos	60	129890	46.19	Kazakhstan2012	0.778	207,998,568,866	13845	Silent
Ecuador	2012	masculino	55-74 anos	368	852033	43.19	Kazakhstan2012	0.778	207,998,568,866	13845	Boomers
Ecuador	2012	masculino	15-24 anos	426	1481240	28.76	Kazakhstan2012	0.778	207,998,568,866	13845	Millenials
Ecuador	2012	feminino	75+ anos	40	288919	13.84	Kazakhstan2012	0.778	207,998,568,866	13845	Silent
Ecuador	2012	feminino	15-24 anos	131	1464381	8.95	Kazakhstan2012	0.778	207,998,568,866	13845	Millenials
Ecuador	2012	feminino	35-54 anos	181	2273726	7.96	Kazakhstan2012	0.778	207,998,568,866	13845	Generation X
Ecuador	2012	feminino	25-34 anos	111	1407854	7.88	Kazakhstan2012	0.778	207,998,568,866	13845	Millenials
Ecuador	2012	feminino	55-74 anos	93	1198153	7.76	Kazakhstan2012	0.778	207,998,568,866	13845	Boomers
Ecuador	2012	masculino	5-14 anos	33	1261734	2.62	Kazakhstan2012	0.778	207,998,568,866	13845	Generation Z
Ecuador	2012	feminino	5-14 anos	7	1198748	0.58	Kazakhstan2012	0.778	207,998,568,866	13845	Generation Z
Ecuador	2013	masculino	75+ anos	78	140008	55.71	Kazakhstan2013	0.785	236,634,552,078	15552	Silent
Ecuador	2013	masculino	35-54 anos	1142	2098964	54.41	Kazakhstan2013	0.785	236,634,552,078	15552	Generation X
Ecuador	2013	masculino	25-34 anos	733	1425587	51.42	Kazakhstan2013	0.785	236,634,552,078	15552	Millenials
Ecuador	2013	masculino	55-74 anos	393	878598	44.73	Kazakhstan2013	0.785	236,634,552,078	15552	Boomers
Ecuador	2013	masculino	15-24 anos	449	1429864	31.4	Kazakhstan2013	0.785	236,634,552,078	15552	Millenials
Ecuador	2013	feminino	75+ anos	48	307080	15.63	Kazakhstan2013	0.785	236,634,552,078	15552	Silent
Ecuador	2013	feminino	15-24 anos	182	1405609	12.95	Kazakhstan2013	0.785	236,634,552,078	15552	Millenials
Ecuador	2013	feminino	25-34 anos	136	1451026	9.37	Kazakhstan2013	0.785	236,634,552,078	15552	Millenials
Ecuador	2013	feminino	35-54 anos	193	2289754	8.43	Kazakhstan2013	0.785	236,634,552,078	15552	Generation X
Ecuador	2013	feminino	55-74 anos	89	1228388	7.25	Kazakhstan2013	0.785	236,634,552,078	15552	Boomers
Ecuador	2013	masculino	5-14 anos	42	1313549	3.2	Kazakhstan2013	0.785	236,634,552,078	15552	Generation Z
Ecuador	2013	feminino	5-14 anos	27	1246955	2.17	Kazakhstan2013	0.785	236,634,552,078	15552	Generation Z
Ecuador	2014	masculino	35-54 anos	1082	2116035	51.13	Kazakhstan2014	0.788	221,415,572,820	14351	Generation X
Ecuador	2014	masculino	75+ anos	70	148578	47.11	Kazakhstan2014	0.788	221,415,572,820	14351	Silent
Ecuador	2014	masculino	25-34 anos	667	1462224	45.62	Kazakhstan2014	0.788	221,415,572,820	14351	Millenials
Ecuador	2014	masculino	55-74 anos	343	911127	37.65	Kazakhstan2014	0.788	221,415,572,820	14351	Boomers
Ecuador	2014	masculino	15-24 anos	356	1377269	25.85	Kazakhstan2014	0.788	221,415,572,820	14351	Millenials
Ecuador	2014	feminino	75+ anos	47	325593	14.44	Kazakhstan2014	0.788	221,415,572,820	14351	Silent
Ecuador	2014	feminino	15-24 anos	132	1344351	9.82	Kazakhstan2014	0.788	221,415,572,820	14351	Millenials
Ecuador	2014	feminino	25-34 anos	126	1490998	8.45	Kazakhstan2014	0.788	221,415,572,820	14351	Millenials
Ecuador	2014	feminino	35-54 anos	171	2303567	7.42	Kazakhstan2014	0.788	221,415,572,820	14351	Generation X
Ecuador	2014	feminino	55-74 anos	69	1263876	5.46	Kazakhstan2014	0.788	221,415,572,820	14351	Boomers
Ecuador	2014	masculino	5-14 anos	38	1377917	2.76	Kazakhstan2014	0.788	221,415,572,820	14351	Generation Z
Ecuador	2014	feminino	5-14 anos	18	1307309	1.38	Kazakhstan2014	0.788	221,415,572,820	14351	Generation Z
Ecuador	2015	masculino	75+ anos	72	156393	46.04	Kazakhstan2015		184,388,432,149	11784	Silent
Ecuador	2015	masculino	35-54 anos	962	2130654	45.15	Kazakhstan2015		184,388,432,149	11784	Generation X
Ecuador	2015	masculino	25-34 anos	603	1492576	40.4	Kazakhstan2015		184,388,432,149	11784	Millenials
Ecuador	2015	masculino	55-74 anos	363	951365	38.16	Kazakhstan2015		184,388,432,149	11784	Boomers
Ecuador	2015	masculino	15-24 anos	312	1326082	23.53	Kazakhstan2015		184,388,432,149	11784	Millenials
Ecuador	2015	feminino	75+ anos	42	343577	12.22	Kazakhstan2015		184,388,432,149	11784	Silent
Ecuador	2015	feminino	15-24 anos	127	1285407	9.88	Kazakhstan2015		184,388,432,149	11784	Millenials
Ecuador	2015	feminino	35-54 anos	175	2313458	7.56	Kazakhstan2015		184,388,432,149	11784	Generation X
Ecuador	2015	feminino	25-34 anos	108	1524321	7.09	Kazakhstan2015		184,388,432,149	11784	Millenials
Ecuador	2015	feminino	55-74 anos	65	1306669	4.97	Kazakhstan2015		184,388,432,149	11784	Boomers
Ecuador	2015	masculino	5-14 anos	30	1445862	2.07	Kazakhstan2015		184,388,432,149	11784	Generation Z
Ecuador	2015	feminino	5-14 anos	13	1370388	0.95	Kazakhstan2015		184,388,432,149	11784	Generation Z
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Paraguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
Uruguay											
